prompt_id,rank,reward
cta_qa_0000,0,-36.750000
cta_qa_0000,1,-0.381592
cta_qa_0000,2,-36.750000
cta_qa_0000,3,-0.381592
cta_qa_0000,4,-36.750000
cta_qa_0000,5,-36.750000
cta_qa_0000,6,-0.381592
cta_qa_0000,7,-36.750000
cta_qa_0000,8,-0.222915
cta_qa_0000,9,-37.125000
cta_qa_0000,10,-0.319388
cta_qa_0000,11,-0.222915
cta_qa_0000,12,-36.875000
cta_qa_0000,13,-36.875000
cta_qa_0000,14,-36.875000
cta_qa_0000,15,-36.875000
cta_qa_0000,16,-36.750000
cta_qa_0000,17,-36.750000
cta_qa_0000,18,-0.381592
cta_qa_0000,19,-0.381592
cta_qa_0000,20,-0.222915
cta_qa_0000,21,-0.222915
cta_qa_0000,22,-0.319388
cta_qa_0000,23,-37.125000
cta_qa_0000,24,-36.875000
cta_qa_0000,25,-37.250000
cta_qa_0000,26,-36.875000
cta_qa_0000,27,-36.875000
cta_qa_0000,28,-0.381592
cta_qa_0000,29,-36.750000
cta_qa_0000,30,-0.381592
cta_qa_0000,31,-36.750000
cta_qa_0000,32,-0.381592
cta_qa_0000,33,-0.381592
cta_qa_0000,34,-0.381592
cta_qa_0000,35,-36.750000
cta_qa_0000,36,-31.250000
cta_qa_0000,37,-31.250000
cta_qa_0000,38,-31.250000
cta_qa_0000,39,-31.250000
cta_qa_0000,40,-36.750000
cta_qa_0000,41,-0.381592
cta_qa_0000,42,-36.750000
cta_qa_0000,43,-36.750000
cta_qa_0000,44,-36.750000
cta_qa_0000,45,-0.381592
cta_qa_0000,46,-0.381592
cta_qa_0000,47,-36.750000
cta_qa_0000,48,-36.750000
cta_qa_0000,49,-36.750000
cta_qa_0000,50,-0.381592
cta_qa_0000,51,-37.250000
cta_qa_0000,52,-36.750000
cta_qa_0000,53,-0.381592
cta_qa_0000,54,-0.381592
cta_qa_0000,55,-36.750000
cta_qa_0000,56,-0.381592
cta_qa_0000,57,-36.750000
cta_qa_0000,58,-36.750000
cta_qa_0000,59,-36.750000
cta_qa_0000,60,-36.750000
cta_qa_0000,61,-0.381592
cta_qa_0000,62,-36.750000
cta_qa_0000,63,-36.750000
cta_qa_0001,0,-36.812500
cta_qa_0001,1,-0.354500
cta_qa_0001,2,-0.354500
cta_qa_0001,3,-0.354500
cta_qa_0001,4,-12.499999
cta_qa_0001,5,-12.499999
cta_qa_0001,6,-12.499999
cta_qa_0001,7,-12.499999
cta_qa_0001,8,-0.407523
cta_qa_0001,9,-37.500000
cta_qa_0001,10,-0.407523
cta_qa_0001,11,-0.407523
cta_qa_0001,12,-12.499999
cta_qa_0001,13,-12.499999
cta_qa_0001,14,-12.499999
cta_qa_0001,15,-12.499999
cta_qa_0001,16,-0.407523
cta_qa_0001,17,-37.500000
cta_qa_0001,18,-0.407523
cta_qa_0001,19,-0.407523
cta_qa_0001,20,-0.407523
cta_qa_0001,21,-0.407523
cta_qa_0001,22,-37.500000
cta_qa_0001,23,-37.500000
cta_qa_0001,24,-0.407523
cta_qa_0001,25,-0.407523
cta_qa_0001,26,-37.500000
cta_qa_0001,27,-0.407523
cta_qa_0001,28,-0.407523
cta_qa_0001,29,-0.407523
cta_qa_0001,30,-37.500000
cta_qa_0001,31,-0.407523
cta_qa_0001,32,-12.499999
cta_qa_0001,33,-12.499999
cta_qa_0001,34,-12.499999
cta_qa_0001,35,-12.499999
cta_qa_0001,36,-0.407523
cta_qa_0001,37,-0.407523
cta_qa_0001,38,-0.407523
