prompt_id,rank,reward
cta_qa_0000,0,-35.500000
cta_qa_0000,1,-1.232431
cta_qa_0000,2,-35.500000
cta_qa_0000,3,-1.232431
cta_qa_0000,4,-35.500000
cta_qa_0000,5,-35.500000
cta_qa_0000,6,-1.232431
cta_qa_0000,7,-35.500000
cta_qa_0000,8,-17.301739
cta_qa_0000,9,-36.000000
cta_qa_0000,10,1.178612
cta_qa_0000,11,-17.301739
cta_qa_0000,12,-17.301739
cta_qa_0000,13,-17.301739
cta_qa_0000,14,-17.301739
cta_qa_0000,15,-17.301739
cta_qa_0000,16,-17.301739
cta_qa_0000,17,-17.301739
cta_qa_0000,18,1.178612
cta_qa_0000,19,1.178612
cta_qa_0000,20,-17.301739
cta_qa_0000,21,-17.301739
cta_qa_0000,22,1.178612
cta_qa_0000,23,-36.000000
cta_qa_0000,24,-35.500000
cta_qa_0000,25,-36.750000
cta_qa_0000,26,-35.500000
cta_qa_0000,27,-35.500000
cta_qa_0000,28,-1.232431
cta_qa_0000,29,-35.500000
cta_qa_0000,30,-1.232431
cta_qa_0000,31,-35.500000
cta_qa_0000,32,-1.232431
cta_qa_0000,33,-1.232431
cta_qa_0000,34,-1.232431
cta_qa_0000,35,-35.500000
cta_qa_0000,36,-1.232431
cta_qa_0000,37,-1.232431
cta_qa_0000,38,-1.232431
cta_qa_0000,39,-1.232431
cta_qa_0000,40,-35.500000
cta_qa_0000,41,-1.232431
cta_qa_0000,42,-35.500000
cta_qa_0000,43,-35.500000
cta_qa_0000,44,-35.500000
cta_qa_0000,45,-1.232431
cta_qa_0000,46,-1.232431
cta_qa_0000,47,-35.500000
cta_qa_0000,48,-35.500000
cta_qa_0000,49,-35.500000
cta_qa_0000,50,-1.232431
cta_qa_0000,51,-36.750000
cta_qa_0000,52,-35.500000
cta_qa_0000,53,-1.232431
cta_qa_0000,54,-1.232431
cta_qa_0000,55,-35.500000
cta_qa_0000,56,-1.232431
cta_qa_0000,57,-35.500000
cta_qa_0000,58,-35.500000
cta_qa_0000,59,-35.500000
cta_qa_0000,60,-35.500000
cta_qa_0000,61,-1.232431
cta_qa_0000,62,-35.500000
cta_qa_0000,63,-35.500000
cta_qa_0001,0,-35.375000
cta_qa_0001,1,-4.026311
cta_qa_0001,2,-4.026311
cta_qa_0001,3,-4.026311
cta_qa_0001,4,-4.026311
cta_qa_0001,5,-4.026311
cta_qa_0001,6,-4.026311
cta_qa_0001,7,-4.026311
cta_qa_0001,8,-1.588582
cta_qa_0001,9,-35.125000
cta_qa_0001,10,-1.588582
cta_qa_0001,11,-1.588582
cta_qa_0001,12,-1.588582
cta_qa_0001,13,-1.588582
cta_qa_0001,14,-1.588582
cta_qa_0001,15,-1.588582
cta_qa_0001,16,-1.588582
cta_qa_0001,17,-35.125000
cta_qa_0001,18,-1.588582
cta_qa_0001,19,-1.588582
cta_qa_0001,20,-1.588582
cta_qa_0001,21,-1.588582
cta_qa_0001,22,-35.125000
cta_qa_0001,23,-35.125000
cta_qa_0001,24,-1.588582
cta_qa_0001,25,-1.588582
cta_qa_0001,26,-35.125000
cta_qa_0001,27,-1.588582
cta_qa_0001,28,-1.588582
cta_qa_0001,29,-1.588582
cta_qa_0001,30,-35.125000
cta_qa_0001,31,-1.588582
cta_qa_0001,32,-1.588582
cta_qa_0001,33,-1.588582
cta_qa_0001,34,-1.588582
cta_qa_0001,35,-1.588582
cta_qa_0001,36,-1.588582
cta_qa_0001,37,-1.588582
cta_qa_0001,38,-1.588582
cta_qa_0001,39,-35.125000
cta_qa_0001,40,-1.588582
cta_qa_0001,41,-1.588582
cta_qa_0001,42,-35.125000
cta_qa_0001,43,-1.588582
cta_qa_0001,44,-1.588582
cta_qa_0001,45,-1.588582
cta_qa_0001,46,-1.588582
cta_qa_0001,47,-1.588582
cta_qa_0001,48,2.805477
cta_qa_0001,49,2.644693
cta_qa_0001,50,-34.750000
cta_qa_0001,51,2.805477
cta_qa_0001,52,2.805477
cta_qa_0001,53,2.805477
cta_qa_0001,54,2.805477
cta_qa_0001,55,2.805477
cta_qa_0001,56,-29.500000
cta_qa_0001,57,-29.500000
cta_qa_0001,58,-29.500000
cta_qa_0001,59,-29.500000
cta_qa_0001,60,-29.500000
cta_qa_0001,61,-29.500000
cta_qa_0001,62,-29.500000
cta_qa_0001,63,-29.500000
cta_qa_0002,0,-36.375000
cta_qa_0002,1,0.112261
cta_qa_0002,2,0.112261
cta_qa_0002,3,-1.981731
cta_qa_0002,4,0.112261
cta_qa_0002,5,0.112261
cta_qa_0002,6,-36.625000
cta_qa_0002,7,0.112261
cta_qa_0002,8,0.112261
cta_qa_0002,9,0.112261
cta_qa_0002,10,-36.375000
cta_qa_0002,11,0.112261
cta_qa_0002,12,0.085660
cta_qa_0002,13,0.112261
cta_qa_0002,14,0.112261
cta_qa_0002,15,2.105691
cta_qa_0002,16,0.112261
cta_qa_0002,17,0.112261
cta_qa_0002,18,0.112261
cta_qa_0002,19,0.112261
cta_qa_0002,20,-36.750000
cta_qa_0002,21,0.112261
cta_qa_0002,22,0.112261
cta_qa_0002,23,0.112261
cta_qa_0002,24,0.112261
cta_qa_0002,25,-36.375000
cta_qa_0002,26,0.112261
cta_qa_0002,27,0.112261
cta_qa_0002,28,0.112261
cta_qa_0002,29,0.112261
cta_qa_0002,30,0.112261
cta_qa_0002,31,0.112261
cta_qa_0002,32,0.112261
cta_qa_0002,33,0.112261
cta_qa_0002,34,0.112261
cta_qa_0002,35,0.112261
cta_qa_0002,36,0.112261
